 pedido;fecha_pedido;fecha;financial_status;total;subtotal;shipping;taxes;discount_code;discount_amount;sku;producto;cantidad;precio_unitario;ImportadoIA;descuento_item;categoria_producto;canal;ciudad;departamento;payment_method;risk_level
2282;2025-03-31 14:54:22-05:00;2025-03-31;paid;255.840,00;255.840,00;0,00;0,00;ELEVENPRO10;0,00;26955;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Sin información;Sin información;Addi Payment;Low
2282;2025-03-31 14:54:22-05:00;2025-03-31;paid;255.840,00;255.840,00;0,00;0,00;ELEVENPRO10;0,00;81505727;Calcetines tejidos - M / Dark blue;1;27.900,00;SI;0.0;Calcetines;web;Saravena;Arauca;Addi Payment;Low
2283;2025-04-04 06:15:19-05:00;2025-04-04;paid;449.820,00;449.820,00;0,00;0,00;ELEVENPRO10;0,00;80348;Jersey Tope de Gama Manga Corta - M;1;249.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2283;2025-04-04 06:15:19-05:00;2025-04-04;paid;449.820,00;449.820,00;0,00;0,00;ELEVENPRO10;0,00;80267;Jersey Tope de Gama Manga Corta - M;1;199.920,00;NO;0.0;Jerseys;web;El Guamo;Bolívar;Addi Payment;Low
2284;2025-04-05 10:42:06-05:00;2025-04-05;paid;206.320,00;206.320,00;0,00;32.941,85;ELEVENPRO10;0,00;3500;Trusa con tiranta mujer - XL;1;206.320,00;NO;0.0;Trusas;web;Bogotá;Bogotá D.C.;Wompi;Low
2286;2025-04-09 08:11:36-05:00;2025-04-09;paid;289.800,00;289.800,00;0,00;39.900,00;ELEVENPRO10;0,00;80343;Jersey Tope de Gama Manga Corta - M;1;249.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2286;2025-04-09 08:11:36-05:00;2025-04-09;paid;289.800,00;289.800,00;0,00;39.900,00;ELEVENPRO10;0,00;815001;Calcetines Sublimados - M;1;39.900,00;NO;0.0;Calcetines;web;Santa Rosa De Cabal;Risaralda;Addi Payment;Low
2287;2025-04-09 16:30:57-05:00;2025-04-09;paid;149.900,00;134.900,00;15.000,00;0,00;ELEVENPRO10;0,00;90473;Giro Jersey Edicion especial 2025 Hombre - Azul / L / Manga Larga;1;134.900,00;NO;0.0;Jerseys;web;Pereira;Risaralda;Addi Payment;Low
2288;2025-04-09 22:29:57-05:00;2025-04-09;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3464;Pantaloneta Estelar - L;1;289.900,00;NO;0.0;Pantalonetas;web;Floridablanca;Santander;Addi Payment;Low
2290;2025-04-10 15:49:36-05:00;2025-04-10;paid;249.800,00;249.800,00;0,00;0,00;ELEVENPRO10;0,00;80473;Giro Jersey Edicion especial 2025 Hombre - Azul / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Villeta;Cundinamarca;Addi Payment;Low
2290;2025-04-10 15:49:36-05:00;2025-04-10;paid;249.800,00;249.800,00;0,00;0,00;ELEVENPRO10;0,00;14473;Giro Jersey Edicion especial 2025 Mujer - Azul / L / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2291;2025-04-13 11:22:48-05:00;2025-04-13;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26904;Enterizo Manga Corta - L;1;227.940,00;NO;0.0;Enterizo;web;Chiquinquira;Boyacá;Addi Payment;Low
2293;2025-04-13 15:38:27-05:00;2025-04-13;paid;225.800,00;225.800,00;0,00;0,00;ELEVENPRO10;0,00;83340;T Shirt Running - S / Blue;1;89.900,00;NO;0.0;Camisetas;web;Sin información;Sin información;Addi Payment;Low
2293;2025-04-13 15:38:27-05:00;2025-04-13;paid;225.800,00;225.800,00;0,00;0,00;ELEVENPRO10;0,00;40006;Licra deportiva Running - Dark Blue / S;1;135.900,00;NO;0.0;Licras Deportivas;web;Sabaneta;Antioquia;Addi Payment;Low
2294;2025-04-17 07:37:08-05:00;2025-04-17;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26948;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Mariquita;Tolima;Addi Payment;Low
2295;2025-04-17 21:47:26-05:00;2025-04-17;paid;579.800,00;579.800,00;0,00;0,00;ELEVENPRO10;0,00;1261;Pantaloneta Estelar - L;1;289.900,00;NO;0.0;Pantalonetas;web;Valledupar;Cesar;Addi Payment;Low
2295;2025-04-17 21:47:26-05:00;2025-04-17;paid;579.800,00;579.800,00;0,00;0,00;ELEVENPRO10;0,00;1212;Pantaloneta Estelar - L;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2296;2025-04-18 16:50:30-05:00;2025-04-18;paid;455.880,00;455.880,00;0,00;0,00;ELEVENPRO10;0,00;26948;Enterizo Manga Corta - S;1;227.940,00;NO;0.0;Enterizo;web;Neiva;Huila;Addi Payment;Low
2296;2025-04-18 16:50:30-05:00;2025-04-18;paid;455.880,00;455.880,00;0,00;0,00;ELEVENPRO10;0,00;26907;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Sin información;Sin información;Addi Payment;Low
2297;2025-04-20 21:26:28-05:00;2025-04-20;paid;539.700,00;539.700,00;0,00;0,00;ELEVENPRO10;0,00;80473;Giro Jersey Edicion especial 2025 Hombre - Azul / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment + Wompi;Low
2297;2025-04-20 21:26:28-05:00;2025-04-20;paid;539.700,00;539.700,00;0,00;0,00;ELEVENPRO10;0,00;80472;Giro Jersey Edicion especial 2025 Hombre - Rosa / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Neiva;Huila;Addi Payment + Wompi;Low
2297;2025-04-20 21:26:28-05:00;2025-04-20;paid;539.700,00;539.700,00;0,00;0,00;ELEVENPRO10;0,00;1207;Pantaloneta Estelar - XL;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment + Wompi;Low
2298;2025-04-21 22:10:07-05:00;2025-04-21;paid;249.800,00;249.800,00;0,00;0,00;ELEVENPRO10;0,00;80473;Giro Jersey Edicion especial 2025 Hombre - Azul / L / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Medellín;Antioquia;Addi Payment;Low
2298;2025-04-21 22:10:07-05:00;2025-04-21;paid;249.800,00;249.800,00;0,00;0,00;ELEVENPRO10;0,00;14473;Giro Jersey Edicion especial 2025 Mujer - Azul / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2300;2025-04-23 15:09:25-05:00;2025-04-23;paid;829.600,00;829.600,00;0,00;46.286,55;ELEVENPRO10;0,00;80472;Giro Jersey Edicion especial 2025 Hombre - Rosa / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2300;2025-04-23 15:09:25-05:00;2025-04-23;paid;829.600,00;829.600,00;0,00;46.286,55;ELEVENPRO10;0,00;3417;Pantaloneta Opa - M;1;289.900,00;NO;0.0;Pantalonetas;web;Villa Del Rosario;Bogotá D.C.;Addi Payment;Low
2300;2025-04-23 15:09:25-05:00;2025-04-23;paid;829.600,00;829.600,00;0,00;46.286,55;ELEVENPRO10;0,00;14472;Giro Jersey Edicion especial 2025 Mujer - Rosa / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2300;2025-04-23 15:09:25-05:00;2025-04-23;paid;829.600,00;829.600,00;0,00;46.286,55;ELEVENPRO10;0,00;12001;Pantaloneta Estelar - S;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2301;2025-04-24 17:17:03-05:00;2025-04-24;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26975;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Bogotá;Bogotá D.C.;Addi Payment;Medium
2302;2025-04-26 18:05:29-05:00;2025-04-26;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1208;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;El Copey;Cesar;Addi Payment;Low
2303;2025-04-27 21:42:21-05:00;2025-04-27;paid;199.900,00;199.900,00;0,00;0,00;ELEVENPRO10;0,00;2220;Chaqueta Raptor - L;1;199.900,00;NO;0.0;Chaquetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
2305;2025-05-01 12:11:08-05:00;2025-05-01;paid;313.420,00;313.420,00;0,00;28.343,53;ELEVENPRO10;0,00;90350;Jersey BÃ¡sico Manga Larga - S;1;177.520,00;NO;0.0;Jerseys;web;Bogotá;Bogotá D.C.;Addi Payment + Wompi;Low
2305;2025-05-01 12:11:08-05:00;2025-05-01;paid;313.420,00;313.420,00;0,00;28.343,53;ELEVENPRO10;0,00;40008;Licra deportiva Running - Dark Blue / S;1;135.900,00;NO;0.0;Licras Deportivas;web;Sin información;Sin información;Addi Payment + Wompi;Low
2309;2025-05-03 21:45:53-05:00;2025-05-03;paid;299.880,00;299.880,00;0,00;0,00;ELEVENPRO10;0,00;2407;Chaqueta Camuflada Mujer - M / Black;1;149.940,00;NO;0.0;Chaquetas;web;Bogotá;Bogotá D.C.;Addi Payment;Low
2309;2025-05-03 21:45:53-05:00;2025-05-03;paid;299.880,00;299.880,00;0,00;0,00;ELEVENPRO10;0,00;2201;Chaqueta Camuflada Hombre - L / Black;1;149.940,00;NO;0.0;Chaquetas;web;Sin información;Sin información;Addi Payment;Low
2310;2025-05-04 21:13:05-05:00;2025-05-04;paid;269.900,00;269.900,00;0,00;0,00;ELEVENPRO10;0,00;2202;Chaqueta Luminance Semi impermeable Hombre - XL;1;269.900,00;NO;0.0;Chaquetas;web;Zipaquira;Cundinamarca;Wompi;Low
2311;2025-05-05 10:19:20-05:00;2025-05-05;paid;149.900,00;134.900,00;15.000,00;0,00;ELEVENPRO10;0,00;13472;Giro Jersey Edicion especial 2025 Mujer - Rosa / M / Manga Larga;1;134.900,00;NO;0.0;Jerseys;web;Tunja;Boyacá;Addi Payment;Low
2313;2025-05-08 12:33:29-05:00;2025-05-08;paid;249.900,00;249.900,00;0,00;0,00;ELEVENPRO10;0,00;14187;Jersey Tope de Gama Manga Corta - L;1;249.900,00;NO;0.0;Jerseys;web;Sabana De Torres;Santander;Addi Payment;Low
2314;2025-05-08 13:00:18-05:00;2025-05-08;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3463;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sincelejo;Sucre;Addi Payment;Low
2315;2025-05-08 18:15:37-05:00;2025-05-08;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3462;Pantaloneta Estelar - L;1;289.900,00;NO;0.0;Pantalonetas;web;Palermo;Huila;Addi Payment;Low
2316;2025-05-08 18:30:03-05:00;2025-05-08;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26901;Enterizo Manga Corta - S;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Norte De Santander;Addi Payment;Low
2317;2025-05-08 19:37:08-05:00;2025-05-08;paid;199.920,00;199.920,00;0,00;0,00;ELEVENPRO10;0,00;14283;Jersey Tope de Gama Manga Corta - M;1;199.920,00;NO;0.0;Jerseys;web;Sogamoso;Boyacá;Addi Payment;Low
2318;2025-05-08 23:24:12-05:00;2025-05-08;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80472;Giro Jersey Edicion especial 2025 Hombre - Rosa / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Pamplona;Norte De Santander;Addi Payment;Low
2319;2025-05-10 05:52:16-05:00;2025-05-10;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1219;Pantaloneta Estelar Opa - S;1;289.900,00;NO;0.0;Pantalonetas;web;Turbaco Bolivar;Bolívar;Addi Payment;Low
2321;2025-05-11 06:16:58-05:00;2025-05-11;paid;209.900,00;209.900,00;0,00;0,00;ELEVENPRO10;0,00;14465;Jersey Standar Manga Corta - S;1;209.900,00;NO;0.0;Jerseys;web;Cali;Valle Del Cauca;Addi Payment;Low
2322;2025-05-11 19:40:25-05:00;2025-05-11;paid;259.800,00;259.800,00;0,00;0,00;ELEVENPRO10;0,00;1249;Pantaloneta de entrenamiento Hombre - M / Dark blue;1;129.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2322;2025-05-11 19:40:25-05:00;2025-05-11;paid;259.800,00;259.800,00;0,00;0,00;ELEVENPRO10;0,00;1247;Pantaloneta de entrenamiento Hombre - M / Dark red;1;129.900,00;NO;0.0;Pantalonetas;web;Santander De Quilichao;Cauca;Addi Payment;Low
2324;2025-05-13 14:38:50-05:00;2025-05-13;paid;137.310,00;122.310,00;15.000,00;0,00;ELEVENPRO10;13.590,00;40112;Licra deportiva Running - green / S;1;135.900,00;NO;0.0;Licras Deportivas;web;Cali;Valle Del Cauca;Addi Payment;Low
2326;2025-05-16 17:29:02-05:00;2025-05-16;paid;259.900,00;259.900,00;0,00;0,00;ELEVENPRO10;0,00;90331;Jersey Tope de Gama Manga Larga - XL;1;259.900,00;NO;0.0;Jerseys;web;Lenguazaque;Cundinamarca;Addi Payment;Low
2328;2025-05-17 21:34:15-05:00;2025-05-17;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;3425;Pantaloneta Estelar - S;1;289.900,00;NO;0.0;Pantalonetas;web;Lebrija;Santander;Addi Payment;Low
2329;2025-05-18 18:06:32-05:00;2025-05-18;paid;546.930,00;546.930,00;0,00;0,00;ELEVENPRO10;60.770,00;1205;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment + Wompi;Low
2329;2025-05-18 18:06:32-05:00;2025-05-18;paid;546.930,00;546.930,00;0,00;0,00;ELEVENPRO10;60.770,00;12001;Pantaloneta Estelar - M;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment + Wompi;Low
2329;2025-05-18 18:06:32-05:00;2025-05-18;paid;546.930,00;546.930,00;0,00;0,00;ELEVENPRO10;60.770,00;81505727;Calcetines tejidos - L / Red whine;1;27.900,00;NO;0.0;Calcetines;web;Mosquera;Cundinamarca;Addi Payment + Wompi;Low
2330;2025-05-19 11:23:52-05:00;2025-05-19;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26975;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Duitama;Boyacá;Addi Payment;Low
2331;2025-05-19 22:36:29-05:00;2025-05-19;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26975;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Norte De Santander;Addi Payment;Low
2332;2025-05-20 09:40:20-05:00;2025-05-20;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26900;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Norte De Santander;Addi Payment;Low
2333;2025-05-20 12:58:18-05:00;2025-05-20;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26976;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Sogamoso;Boyacá;Addi Payment + Wompi;Low
2338;2025-05-22 22:11:09-05:00;2025-05-22;paid;206.320,00;206.320,00;0,00;32.941,85;ELEVENPRO10;0,00;3500;Trusa con tiranta mujer - S;1;206.320,00;NO;0.0;Trusas;web;Zipaquira;Cundinamarca;Wompi;Low
2340;2025-05-23 16:10:48-05:00;2025-05-23;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1219;Pantaloneta Estelar Opa - L;1;289.900,00;NO;0.0;Pantalonetas;web;Palermo;Huila;Wompi;Low
2342;2025-05-24 14:37:12-05:00;2025-05-24;paid;199.920,00;199.920,00;0,00;0,00;ELEVENPRO10;0,00;14189;Jersey Tope de Gama Manga Corta - M;1;199.920,00;NO;0.0;Jerseys;web;Neiva;Huila;Addi Payment;Low
2349;2025-05-26 19:35:44-05:00;2025-05-26;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90453;Jersey EdiciÃ³n Centenario Hombre - XL / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Pereira;Risaralda;Addi Payment;Low
2351;2025-05-26 20:32:42-05:00;2025-05-26;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80453;Jersey EdiciÃ³n Centenario Hombre - M / Manga corta;1;124.900,00;NO;0.0;Jerseys;web;Barranquilla;Atlántico;Addi Payment;Low
2352;2025-05-27 11:47:16-05:00;2025-05-27;paid;434.260,00;434.260,00;0,00;32.941,85;ELEVENPRO10;0,00;26976;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Sin información;Sin información;Addi Payment;Low
2352;2025-05-27 11:47:16-05:00;2025-05-27;paid;434.260,00;434.260,00;0,00;32.941,85;ELEVENPRO10;0,00;1500;Trusa con tiranta hombre - 2XL;1;206.320,00;NO;0.0;Trusas;web;Sogamoso;Boyacá;Addi Payment;Low
2357;2025-05-28 20:54:07-05:00;2025-05-28;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1207;Pantaloneta Estelar - XS;1;289.900,00;NO;0.0;Pantalonetas;web;Chia;Cundinamarca;Wompi;Low
2364;2025-06-01 09:35:11-05:00;2025-06-01;paid;149.900,00;134.900,00;15.000,00;21.538,66;ELEVENPRO10;0,00;90453;Jersey EdiciÃ³n Centenario Hombre - S / Manga larga;1;134.900,00;NO;0.0;Jerseys;web;Medellín;Antioquia;Addi Payment;Low
2367;2025-06-02 23:47:20-05:00;2025-06-02;paid;485.820,00;485.820,00;0,00;0,00;ELEVENPRO10;53.980,00;80366;Jersey Tope de Gama Manga Corta - L;1;249.900,00;NO;0.0;Jerseys;web;Ráquira;Boyacá;Addi Payment;Low
2367;2025-06-02 23:47:20-05:00;2025-06-02;paid;485.820,00;485.820,00;0,00;0,00;ELEVENPRO10;53.980,00;1240;Pantaloneta Davos - L;1;289.900,00;NO;0.0;Pantalonetas;web;Sin información;Sin información;Addi Payment;Low
2368;2025-06-03 19:28:25-05:00;2025-06-03;paid;127.410,00;112.410,00;15.000,00;0,00;ELEVENPRO10;12.490,00;14472;Giro Jersey Edicion especial 2025 Mujer - Rosa / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Popayán;Cauca;Addi Payment;Low
2369;2025-06-04 12:56:59-05:00;2025-06-04;paid;485.820,00;485.820,00;0,00;0,00;ELEVENPRO10;53.980,00;80349;Jersey Tope de Gama Manga Corta - S;1;249.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Wompi;Low
2369;2025-06-04 12:56:59-05:00;2025-06-04;paid;485.820,00;485.820,00;0,00;0,00;ELEVENPRO10;53.980,00;1219;Pantaloneta Estelar Opa - S;1;289.900,00;NO;0.0;Pantalonetas;web;Dosquebradas;Risaralda;Wompi;Low
2373;2025-06-06 20:26:40-05:00;2025-06-06;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26905;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Sasaima;Cundinamarca;Addi Payment;Low
2376;2025-06-07 14:38:03-05:00;2025-06-07;paid;249.800,00;249.800,00;0,00;0,00;ELEVENPRO10;0,00;80472;Giro Jersey Edicion especial 2025 Hombre - Rosa / XL / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2376;2025-06-07 14:38:03-05:00;2025-06-07;paid;249.800,00;249.800,00;0,00;0,00;ELEVENPRO10;0,00;14472;Giro Jersey Edicion especial 2025 Mujer - Rosa / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Barrancabermeja;Santander;Addi Payment;Low
2377;2025-06-07 21:01:43-05:00;2025-06-07;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;80473;Giro Jersey Edicion especial 2025 Hombre - Azul / L / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Melgar Tolima;Tolima;Addi Payment;Low
2380;2025-06-08 10:19:26-05:00;2025-06-08;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26948;Enterizo Manga Corta - S;1;227.940,00;NO;0.0;Enterizo;web;Tulua;Valle Del Cauca;Addi Payment;Low
2383;2025-06-08 18:48:51-05:00;2025-06-08;paid;323.910,00;323.910,00;0,00;0,00;ELEVENPRO10;35.990,00;1231;Pantaloneta Ultra - M;1;359.900,00;NO;0.0;Pantalonetas;web;Manizales;Caldas;Wompi;Low
2384;2025-06-09 09:32:03-05:00;2025-06-09;paid;224.820,00;224.820,00;0,00;0,00;ELEVENPRO10;24.980,00;80472;Giro Jersey Edicion especial 2025 Hombre - Rosa / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2384;2025-06-09 09:32:03-05:00;2025-06-09;paid;224.820,00;224.820,00;0,00;0,00;ELEVENPRO10;24.980,00;14472;Giro Jersey Edicion especial 2025 Mujer - Rosa / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Bello;Antioquia;Addi Payment;Low
2388;2025-06-10 16:53:06-05:00;2025-06-10;paid;379.900,00;379.900,00;0,00;0,00;ELEVENPRO10;0,00;26286;Enterizo Manga Corta Hill - S / Black;1;379.900,00;NO;0.0;Enterizo;web;Mitu;Vaupés;Addi Payment;Low
2389;2025-06-11 09:24:01-05:00;2025-06-11;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26900;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Norte De Santander;Addi Payment;Low
2390;2025-06-11 09:28:41-05:00;2025-06-11;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26901;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Norte De Santander;Addi Payment;Low
2391;2025-06-11 20:04:52-05:00;2025-06-11;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1216;Pantaloneta Estelar Opa - M;1;289.900,00;NO;0.0;Pantalonetas;web;Duitama;Boyacá;Wompi;Low
2394;2025-06-13 10:34:08-05:00;2025-06-13;paid;139.900,00;124.900,00;15.000,00;0,00;ELEVENPRO10;0,00;14472;Giro Jersey Edicion especial 2025 Mujer - Rosa / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;San Jose Del Guaviare;Guaviare;Addi Payment;Low
2395;2025-06-13 11:17:34-05:00;2025-06-13;paid;435.402,00;435.402,00;0,00;0,00;ELEVENPRO10;48.378,00;26906;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Carmen De Atrato Chocó;Chocó;Wompi;Low
2395;2025-06-13 11:17:34-05:00;2025-06-13;paid;435.402,00;435.402,00;0,00;0,00;ELEVENPRO10;48.378,00;26901;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Sin información;Sin información;Wompi;Low
2395;2025-06-13 11:17:34-05:00;2025-06-13;paid;435.402,00;435.402,00;0,00;0,00;ELEVENPRO10;48.378,00;81505727;Calcetines tejidos - S / Black;1;27.900,00;NO;0.0;Calcetines;web;Sin información;Sin información;Wompi;Low
2396;2025-06-15 10:05:30-05:00;2025-06-15;paid;289.900,00;289.900,00;0,00;0,00;ELEVENPRO10;0,00;1225;Pantaloneta Estelar Opa - L;1;289.900,00;NO;0.0;Pantalonetas;web;Facatativa;Cundinamarca;Wompi;Low
2398;2025-06-16 09:47:14-05:00;2025-06-16;paid;144.900,00;129.900,00;15.000,00;0,00;ELEVENPRO10;0,00;1246;Pantaloneta de entrenamiento Hombre - L / Black;1;129.900,00;NO;0.0;Pantalonetas;web;Bugalagrande;Valle Del Cauca;Addi Payment;Low
2399;2025-06-19 23:01:09-05:00;2025-06-19;paid;144.900,00;129.900,00;15.000,00;0,00;ELEVENPRO10;0,00;6007;Buso Ride - M;1;129.900,00;NO;0.0;Busos;web;Caicedonia;Valle Del Cauca;Addi Payment;Low
2400;2025-06-20 08:07:41-05:00;2025-06-20;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80487;Tour de Francia ediciÃ³n especial 2025 Hombre - Verde / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Pamplona;Norte De Santander;Addi Payment;Low
2402;2025-06-20 10:04:35-05:00;2025-06-20;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80487;Tour de Francia ediciÃ³n especial 2025 Hombre - Verde / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Caucasia;Antioquia;Wompi;Low
2403;2025-06-20 10:13:17-05:00;2025-06-20;paid;174.800,00;174.800,00;0,00;21.538,66;ELEVENPRO10;0,00;90486;Tour de Francia ediciÃ³n especial 2025 Hombre - Amarillo / M / Manga Larga;1;134.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Wompi;Low
2403;2025-06-20 10:13:17-05:00;2025-06-20;paid;174.800,00;174.800,00;0,00;21.538,66;ELEVENPRO10;0,00;815001;Calcetines Sublimados - M;1;39.900,00;NO;0.0;Calcetines;web;Facatativá;Bogotá D.C.;Wompi;Low
2404;2025-06-21 10:24:45-05:00;2025-06-21;paid;205.146,00;205.146,00;0,00;0,00;ELEVENPRO10;22.794,00;26907;Enterizo Manga Corta - M;1;227.940,00;NO;0.0;Enterizo;web;Barrancabermeja;Santander;Wompi;Low
2405;2025-06-21 20:46:33-05:00;2025-06-21;paid;254.800,00;254.800,00;0,00;19.942,02;ELEVENPRO10;0,00;80486;Tour de Francia ediciÃ³n especial 2025 Hombre - Amarillo / M / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Sin información;Sin información;Addi Payment;Low
2405;2025-06-21 20:46:33-05:00;2025-06-21;paid;254.800,00;254.800,00;0,00;19.942,02;ELEVENPRO10;0,00;1249;Pantaloneta de entrenamiento Hombre - M / Dark blue;1;129.900,00;NO;0.0;Pantalonetas;web;Sogamoso;Boyacá;Addi Payment;Low
2407;2025-06-23 08:19:02-05:00;2025-06-23;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;80487;Tour de Francia ediciÃ³n especial 2025 Hombre - Verde / L / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Mosquera;Cundinamarca;Addi Payment;Low
2412;2025-06-25 09:23:50-05:00;2025-06-25;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26908;Enterizo Manga Corta - L;1;227.940,00;NO;0.0;Enterizo;web;Montenegro;Quindío;Wompi;Low
2413;2025-06-25 11:52:39-05:00;2025-06-25;paid;136.410,00;121.410,00;15.000,00;19.384,79;ELEVENPRO10;13.490,00;13487;Tour de Francia ediciÃ³n especial 2025 Mujer - Verde / L / Manga Larga;1;134.900,00;NO;0.0;Jerseys;web;Medellín;Antioquia;Addi Payment;Low
2415;2025-06-26 15:05:22-05:00;2025-06-26;paid;227.940,00;227.940,00;0,00;0,00;ELEVENPRO10;0,00;26249;Enterizo Matiz manga corta - M;1;227.940,00;NO;0.0;Enterizo;web;Ocaña;Norte De Santander;Addi Payment;Low
2416;2025-06-26 15:37:08-05:00;2025-06-26;paid;139.900,00;124.900,00;15.000,00;19.942,02;ELEVENPRO10;0,00;14486;Tour de Francia ediciÃ³n especial 2025 Mujer - Amarillo / S / Manga Corta;1;124.900,00;NO;0.0;Jerseys;web;Piedecuesta;Santander;Wompi;Low
